# yyyy mm dd hh mm ss         days  meanSunEl  meanSunAz    NoiseHc    NoiseVc    NoiseHx    NoiseVx    Corr00H    Corr00V   maxPower  quadPower   AzOffset   ElOffset  RatioVcHc  RatioVxHx  RatioVcHx  RatioVxHc  XpolPwrHx  XpolPwrVx  XpolRatio   meanS1S2    zdrCorr xpolRatioDbFromSpdb siteTempFromSpdb XmitPowerH XmitPowerV XmitHVDiff
2015 06 23 17 50 42 16609.743542    71.5459   141.4737   -76.5770   -76.2979   -76.6269   -76.2185     0.0052     0.0057  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7737    -0.7737    32.6000    87.5003    87.2803     0.2200
2015 06 23 17 54 57 16609.746493    72.0479   144.1480   -76.5770   -76.2979   -76.6269   -76.2185     0.0052     0.0057   -60.2548   -60.2319     0.0031     0.0010     0.2983     0.3553     0.2601     0.3934 -9999.0000 -9999.0000 -9999.0000     0.6536    -0.1201    -0.7737    32.6000    87.4884    87.2744     0.2140
2015 06 23 18 02 23 16609.751655    72.8470   149.1432   -76.5770   -76.2979   -76.6269   -76.2185     0.0057     0.0061   -60.2245   -60.2875     0.0005    -0.0036     0.3010     0.3634     0.2628     0.4016 -9999.0000 -9999.0000 -9999.0000     0.6644    -0.1093    -0.7737    32.8000    87.4970    87.2814     0.2156
2015 06 23 18 09 43 16609.756748    73.5245   154.4666   -76.5770   -76.2979   -76.6269   -76.2185     0.0046     0.0064   -60.2628   -60.2615     0.0045    -0.0045     0.3036     0.3567     0.2563     0.4040 -9999.0000 -9999.0000 -9999.0000     0.6603    -0.1083    -0.7687    33.6000    87.4899    87.2748     0.2151
2015 06 23 18 13 51 16609.759618    73.8525   157.6334   -76.5770   -76.2979   -76.6269   -76.2185     0.0046     0.0064  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7687    -0.7687    33.6000    87.4783    87.2623     0.2160
2015 06 23 18 18 07 16609.762581    74.1469   161.0189   -76.5770   -76.2979   -76.6269   -76.2185     0.0056     0.0062   -60.2748   -60.2746     0.0106    -0.0084     0.2963     0.3673     0.2672     0.3964    -0.3681     0.3393    -0.7075     0.6635    -0.1051    -0.7687    33.6000    87.4986    87.2832     0.2154
2015 06 23 18 25 34 16609.767755    74.5461   167.1784   -76.5770   -76.2979   -76.6269   -76.2185     0.0046     0.0057   -60.2604   -60.2809     0.0106    -0.0102     0.3042     0.3610     0.2649     0.4003 -9999.0000 -9999.0000 -9999.0000     0.6652    -0.1035    -0.7687    33.9000    87.4867    87.2726     0.2141
2015 06 23 18 32 53 16609.772836    74.7867   173.4607   -76.5770   -76.2979   -76.6269   -76.2185     0.0053     0.0064   -60.2174   -60.2746     0.0102    -0.0130     0.3043     0.3671     0.2679     0.4034 -9999.0000 -9999.0000 -9999.0000     0.6714    -0.0976    -0.7689    34.5000    87.4940    87.2813     0.2127
2015 06 23 18 37 03 16609.775729    74.8537   177.1013   -76.5770   -76.2979   -76.6269   -76.2185     0.0053     0.0064  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7689    -0.7689    34.1000    87.5103    87.2903     0.2200
2015 06 23 18 41 09 16609.778576    74.8690   180.7014   -76.5770   -76.2979   -76.6269   -76.2185     0.0068     0.0068   -60.2283   -60.2749     0.0133    -0.0160     0.3093     0.3586     0.2668     0.4012 -9999.0000 -9999.0000 -9999.0000     0.6679    -0.1010    -0.7689    34.1000    87.4896    87.2760     0.2136
2015 06 23 18 48 25 16609.783623    74.7728   187.0579   -76.5770   -76.2979   -76.6269   -76.2185     0.0056     0.0057   -60.2346   -60.2689     0.0117    -0.0211     0.3171     0.3609     0.2769     0.4011 -9999.0000 -9999.0000 -9999.0000     0.6780    -0.0909    -0.7689    34.1000    87.4919    87.2767     0.2152
2015 06 23 18 55 45 16609.788715    74.5187   193.3389   -76.5770   -76.2979   -76.6269   -76.2185     0.0057     0.0064   -60.2547   -60.2578     0.0081    -0.0264     0.3039     0.3562     0.2640     0.3961    -0.4950     0.4443    -0.9394     0.6600    -0.1080    -0.7681    34.3000    87.4897    87.2740     0.2157
2015 06 23 18 59 54 16609.791597    74.3078   196.7931   -76.5770   -76.2979   -76.6269   -76.2185     0.0057     0.0064  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7681    -0.7681    34.2000    87.4803    87.2503     0.2300
2015 06 23 19 04 11 16609.794572    74.0417   200.2608   -76.5770   -76.2979   -76.6269   -76.2185     0.0057     0.0052   -60.2084   -60.2907     0.0062    -0.0341     0.3149     0.3711     0.2832     0.4028    -0.3329     0.3092    -0.6421     0.6860    -0.0820    -0.7681    34.2000    87.4871    87.2727     0.2144
2015 06 23 19 11 37 16609.799734    73.4704   206.0051   -76.5770   -76.2979   -76.6269   -76.2185     0.0056     0.0052   -60.2785   -60.2730     0.0037    -0.0382     0.3043     0.3710     0.2671     0.4083 -9999.0000 -9999.0000 -9999.0000     0.6754    -0.0917    -0.7671    34.4000    87.4822    87.2699     0.2124
2015 06 23 19 15 42 16609.802569    73.1018   208.9986   -76.5770   -76.2979   -76.6269   -76.2185     0.0056     0.0052   -83.2792  -123.8676     0.0065    -1.5211     0.5590     0.4692     0.4379     0.5903 -9999.0000 -9999.0000 -9999.0000     1.0283     0.2612    -0.7671    34.8000    87.4815    87.2695     0.2120
2015 06 23 19 16 13 16609.802928    73.0526   209.3688   -76.5770   -76.2979   -76.6269   -76.2185     0.0056     0.0052  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.4022     0.3681    -0.7702     0.0000    -0.7671    -0.7671    34.8000    87.4978    87.2803     0.2175
2015 06 26 20 30 24 16612.854444    62.2240   244.8087   -76.5770   -76.2979   -76.6269   -76.2185     0.0085     0.0096   -60.9898   -60.9970    -0.0102    -0.0410     0.3303     0.3815     0.2907     0.4211    -0.3483     0.3224    -0.6707     0.7118    -0.0354    -0.7472    29.0000    87.4833    87.2833     0.2000
2015 06 26 20 37 50 16612.859606    60.8975   247.0603   -76.5770   -76.2979   -76.6269   -76.2185     0.0080     0.0083   -60.9658   -61.0022    -0.0090    -0.0380     0.3346     0.3774     0.2870     0.4250 -9999.0000 -9999.0000 -9999.0000     0.7121    -0.0352    -0.7472    29.0000    87.4925    87.2921     0.2004
2015 06 26 20 45 16 16612.864769    59.5495   249.1645   -76.5770   -76.2979   -76.6269   -76.2185     0.0075     0.0086   -60.9710   -61.0184    -0.0089    -0.0450     0.3254     0.3747     0.2834     0.4167 -9999.0000 -9999.0000 -9999.0000     0.7001    -0.0471    -0.7472    29.0000    87.4820    87.2822     0.1998
2015 06 26 20 52 42 16612.869931    58.1831   251.1389   -76.5770   -76.2979   -76.6269   -76.2185     0.0088     0.0086   -60.9765   -61.0274    -0.0030    -0.0473     0.3299     0.3793     0.2842     0.4251 -9999.0000 -9999.0000 -9999.0000     0.7093    -0.0379    -0.7472    29.3000    87.4885    87.2884     0.2001
2015 06 26 21 00 08 16612.875093    56.8010   252.9985   -76.5770   -76.2979   -76.6269   -76.2185     0.0081     0.0094   -61.0013   -61.0515    -0.0031    -0.0512     0.3320     0.3858     0.2950     0.4228 -9999.0000 -9999.0000 -9999.0000     0.7178    -0.0394    -0.7572    29.4000    87.4857    87.2856     0.2001
2015 06 26 21 07 34 16612.880255    55.4056   254.7566   -76.5770   -76.2979   -76.6269   -76.2185     0.0071     0.0089   -60.9706   -61.0236    -0.0048    -0.0456     0.3267     0.3753     0.2929     0.4091    -0.3859     0.3544    -0.7403     0.7020    -0.0552    -0.7572    29.4000    87.4884    87.2883     0.2001
2015 06 26 21 15 01 16612.885428    53.9955   256.4287   -76.5770   -76.2979   -76.6269   -76.2185     0.0078     0.0091   -61.0073   -61.0650    -0.0019    -0.0493     0.3383     0.3773     0.2851     0.4305 -9999.0000 -9999.0000 -9999.0000     0.7156    -0.0416    -0.7572    29.4000    87.4838    87.2843     0.1995
2015 06 26 21 18 48 16612.888056    53.2756   257.2466   -76.5770   -76.2979   -76.6269   -76.2185     0.0078     0.0091   -84.8642  -143.2539    -2.4500    -0.0451     0.1338     0.1554     0.1213     0.1678 -9999.0000 -9999.0000 -9999.0000     0.2892    -0.4681    -0.7572    29.2000    87.4926    87.2980     0.1947
2015 06 26 21 18 56 16612.888148    53.2502   257.2750   -76.5770   -76.2979   -76.6269   -76.2185     0.0078     0.0091  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7572    -0.7572    29.2000    87.4920    87.2903     0.2017
2015 06 27 16 38 53 16613.693669    59.8880   111.4282   -76.5770   -76.2979   -76.6269   -76.2185     0.0000     0.0000   -83.4687  -145.5177     0.3455    -1.9060     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7488    -0.7488    27.4000    87.4769    87.2507     0.2262
2015 06 27 16 39 06 16613.693819    59.9274   111.4887   -76.5770   -76.2979   -76.6269   -76.2185     0.0000     0.0000  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7488    -0.7488    27.4000    87.4703    87.2503     0.2200
2015 06 28 16 06 40 16614.671296    53.8191   103.5213   -76.5770   -76.2979   -76.6269   -76.2185     0.0041     0.0052   -61.0977   -61.1312    -0.0444    -0.0291     0.2952     0.3437     0.2494     0.3895    -0.3828     0.3518    -0.7346     0.6389    -0.1203    -0.7592    32.1000    87.4874    87.2727     0.2147
2015 06 28 16 14 13 16614.676539    55.2481   105.2118   -76.5770   -76.2979   -76.6269   -76.2185     0.0038     0.0041   -61.1172   -61.1505    -0.0378    -0.0270     0.2948     0.3424     0.2537     0.3835    -0.3786     0.3482    -0.7269     0.6372    -0.1220    -0.7592    32.6000    87.4772    87.2625     0.2148
2015 06 28 16 21 41 16614.681725    56.6498   106.9739   -76.5770   -76.2979   -76.6269   -76.2185     0.0037     0.0035   -61.1503   -61.1569    -0.0369    -0.0280     0.2876     0.3404     0.2492     0.3788    -0.3519     0.3255    -0.6774     0.6280    -0.1312    -0.7592    32.8000    87.4857    87.2674     0.2184
2015 06 28 16 29 08 16614.686898    58.0349   108.8333   -76.5770   -76.2979   -76.6269   -76.2185     0.0043     0.0046   -61.1447   -61.1665    -0.0404    -0.0305     0.2912     0.3440     0.2538     0.3814    -0.3490     0.3230    -0.6720     0.6352    -0.1240    -0.7592    33.3000    87.4800    87.2614     0.2186
2015 06 28 16 36 35 16614.692072    59.4044   110.8069   -76.5770   -76.2979   -76.6269   -76.2185     0.0043     0.0047   -61.1472   -61.1976    -0.0402    -0.0267     0.2800     0.3387     0.2461     0.3727 -9999.0000 -9999.0000 -9999.0000     0.6187    -0.1405    -0.7592    33.3000    87.4820    87.2611     0.2209
2015 06 28 16 44 03 16614.697257    60.7584   112.9147   -76.5770   -76.2979   -76.6269   -76.2185     0.0034     0.0039   -61.1516   -61.1878    -0.0423    -0.0220     0.2834     0.3376     0.2456     0.3754 -9999.0000 -9999.0000 -9999.0000     0.6210    -0.1382    -0.7592    33.2000    87.4766    87.2548     0.2219
2015 06 28 16 51 30 16614.702431    62.0878   115.1647   -76.5770   -76.2979   -76.6269   -76.2185     0.0038     0.0041   -61.1471   -61.1989    -0.0411    -0.0267     0.2866     0.3397     0.2461     0.3803 -9999.0000 -9999.0000 -9999.0000     0.6264    -0.1328    -0.7592    33.7000    87.4840    87.2620     0.2220
2015 06 28 16 58 57 16614.707604    63.3921   117.5810   -76.5770   -76.2979   -76.6269   -76.2185     0.0035     0.0038   -61.1570   -61.1649    -0.0477    -0.0210     0.2827     0.3409     0.2487     0.3750 -9999.0000 -9999.0000 -9999.0000     0.6236    -0.1355    -0.7592    33.8000    87.4755    87.2500     0.2255
2015 06 28 17 06 24 16614.712778    64.6668   120.1859   -76.5770   -76.2979   -76.6269   -76.2185     0.0032     0.0034   -61.1961   -61.1989    -0.0472    -0.0222     0.2832     0.3291     0.2431     0.3692 -9999.0000 -9999.0000 -9999.0000     0.6123    -0.1469    -0.7592    33.8000    87.4810    87.2561     0.2249
2015 06 28 17 13 51 16614.717951    65.9068   123.0044   -76.5770   -76.2979   -76.6269   -76.2185     0.0031     0.0037   -61.1484   -61.2037    -0.0540    -0.0233     0.2848     0.3346     0.2428     0.3767 -9999.0000 -9999.0000 -9999.0000     0.6195    -0.1426    -0.7621    33.9000    87.4785    87.2509     0.2276
2015 06 28 17 21 18 16614.723125    67.1061   126.0645   -76.5770   -76.2979   -76.6269   -76.2185     0.0030     0.0036   -61.1666   -61.2419    -0.0570    -0.0266     0.2818     0.3315     0.2433     0.3700    -0.3812     0.3504    -0.7316     0.6133    -0.1488    -0.7621    34.1000    87.4770    87.2526     0.2244
2015 06 28 17 28 46 16614.728310    68.2601   129.4039   -76.5770   -76.2979   -76.6269   -76.2185     0.0024     0.0037   -61.1884   -61.2278    -0.0519    -0.0306     0.2865     0.3318     0.2423     0.3760    -0.3243     0.3018    -0.6261     0.6183    -0.1438    -0.7621    34.2000    87.4787    87.2488     0.2299
2015 06 28 17 36 13 16614.733484    69.3552   133.0398   -76.5770   -76.2979   -76.6269   -76.2185     0.0035     0.0038   -61.1835   -61.2380    -0.0565    -0.0259     0.2744     0.3311     0.2337     0.3717 -9999.0000 -9999.0000 -9999.0000     0.6055    -0.1566    -0.7621    34.2000    87.4783    87.2507     0.2276
2015 06 28 17 43 40 16614.738657    70.3844   137.0112   -76.5770   -76.2979   -76.6269   -76.2185     0.0026     0.0034   -61.1746   -61.2440    -0.0585    -0.0254     0.2801     0.3305     0.2378     0.3728 -9999.0000 -9999.0000 -9999.0000     0.6106    -0.1515    -0.7621    34.4000    87.4777    87.2460     0.2317
2015 06 28 17 51 06 16614.743819    71.3342   141.3373   -76.5770   -76.2979   -76.6269   -76.2185     0.0046     0.0046   -61.1722   -61.2390    -0.0618    -0.0238     0.2723     0.3276     0.2329     0.3670 -9999.0000 -9999.0000 -9999.0000     0.5999    -0.1622    -0.7621    34.4000    87.4792    87.2505     0.2287
2015 06 28 17 58 28 16614.748935    72.1873   146.0056   -76.5770   -76.2979   -76.6269   -76.2185     0.0033     0.0042   -61.1273   -61.1985    -0.0633    -0.0192     0.2806     0.3406     0.2485     0.3726 -9999.0000 -9999.0000 -9999.0000     0.6211    -0.1410    -0.7621    34.4000    87.4770    87.2471     0.2299
2015 06 28 18 05 47 16614.754016    72.9342   151.0285   -76.5770   -76.2979   -76.6269   -76.2185     0.0032     0.0037   -61.1897   -61.2787    -0.0614    -0.0226     0.2839     0.3277     0.2430     0.3686 -9999.0000 -9999.0000 -9999.0000     0.6116    -0.1505    -0.7621    33.9000    87.4712    87.2455     0.2257
2015 06 28 18 09 34 16614.756644    73.2767   153.7756   -76.5770   -76.2979   -76.6269   -76.2185     0.0032     0.0037   -83.6531   -84.3444     1.3309   -14.3185 -9999.0000 -9999.0000 -9999.0000 -9999.0000 -9999.0000 -9999.0000 -9999.0000 -9999.0000 -9999.0000    -0.7621    34.5000    87.4803    87.2567     0.2236
2015 06 28 18 09 46 16614.756782    73.2939   153.9236   -76.5770   -76.2979   -76.6269   -76.2185     0.0032     0.0037  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7621    -0.7621    34.5000    84.4800    84.2500     0.2300
2015 06 30 15 44 39 16616.656007    49.4649    99.0879   -76.5770   -76.2979   -76.6269   -76.2185     0.0083     0.0066   -60.9017   -60.9997    -0.0628    -0.0671     0.3069     0.3587     0.2710     0.3945    -0.4165     0.3800    -0.7965     0.6656    -0.0953    -0.7609    32.3000    87.4788    87.2675     0.2113
2015 06 30 15 52 04 16616.661157    50.8927   100.5400   -76.5770   -76.2979   -76.6269   -76.2185     0.0092     0.0070   -60.9279   -60.9916    -0.0649    -0.0628     0.3068     0.3590     0.2688     0.3969    -0.3813     0.3505    -0.7318     0.6657    -0.0952    -0.7609    32.8000    87.4727    87.2575     0.2152
2015 06 30 15 59 32 16616.666343    52.3231   102.0646   -76.5770   -76.2979   -76.6269   -76.2185     0.0082     0.0067   -60.9303   -61.0164    -0.0641    -0.0661     0.2957     0.3407     0.2548     0.3816    -0.3524     0.3260    -0.6784     0.6364    -0.1280    -0.7644    33.1000    87.4775    87.2634     0.2141
2015 06 30 16 03 19 16616.668970    53.0449   102.8636   -76.5770   -76.2979   -76.6269   -76.2185     0.0082     0.0067   -84.3498  -143.0911    -2.5000    -0.3605     0.1668     0.1400     0.1235     0.1833 -9999.0000 -9999.0000 -9999.0000     0.3068    -0.4576    -0.7644    33.1000    87.4943    87.2803     0.2140
2015 06 30 16 03 27 16616.669063    53.0703   102.8921   -76.5770   -76.2979   -76.6269   -76.2185     0.0082     0.0067  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7644    -0.7644    33.1000    86.2518    86.0260     0.2258
2015 07 02 19 42 16 16618.821019    69.8629   223.8428   -76.5770   -76.2979   -76.6269   -76.2185     0.0050     0.0035   -60.2606   -60.3101    -0.0747     0.0215     0.3342     0.3941     0.2898     0.4386    -0.3514     0.3251    -0.6765     0.7284    -0.0199    -0.7483    23.7000    87.4890    87.3040     0.1850
2015 07 02 19 49 40 16618.826157    68.8263   227.6719   -76.5770   -76.2979   -76.6269   -76.2185     0.0049     0.0035   -60.3382   -60.3530    -0.0720     0.0172     0.3394     0.3942     0.2930     0.4407    -0.3901     0.3579    -0.7479     0.7336    -0.0154    -0.7490    24.7000    87.4907    87.3041     0.1865
2015 07 02 19 53 31 16618.828831    68.2617   229.5372   -76.5770   -76.2979   -76.6269   -76.2185     0.0049     0.0035   -83.6323  -200.0000    -0.7368    -0.3941     0.0000     0.0000     0.0000     0.0000    -0.3553     0.3284    -0.6838     0.0000    -0.7490    -0.7490    24.7000    87.4768    87.2906     0.1862
2015 07 02 19 53 51 16618.829063    68.2121   229.6949   -76.5770   -76.2979   -76.6269   -76.2185     0.0049     0.0035  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7490    -0.7490    24.7000    84.9617    84.7717     0.1900
2015 07 05 16 37 16 16621.692546    58.9832   111.4079   -76.5770   -76.2979   -76.6269   -76.2185     0.0069     0.0070   -60.0101   -60.0335    -0.0388    -0.0535     0.3014     0.3521     0.2576     0.3959    -0.3158     0.2944    -0.6101     0.6535    -0.1073    -0.7608    33.4000    87.4493    87.2384     0.2109
2015 07 05 16 44 41 16621.697697    60.3223   113.5100   -76.5770   -76.2979   -76.6269   -76.2185     0.0064     0.0076   -60.0223   -60.0424    -0.0366    -0.0483     0.2979     0.3595     0.2580     0.3993 -9999.0000 -9999.0000 -9999.0000     0.6573    -0.1034    -0.7608    33.8000    87.4437    87.2366     0.2071
2015 07 05 16 52 08 16621.702870    61.6454   115.7657   -76.5770   -76.2979   -76.6269   -76.2185     0.0062     0.0064   -60.0086   -60.0212    -0.0353    -0.0455     0.2939     0.3558     0.2546     0.3951 -9999.0000 -9999.0000 -9999.0000     0.6496    -0.1111    -0.7608    34.2000    87.4511    87.2379     0.2132
2015 07 05 16 59 35 16621.708044    62.9426   118.1849   -76.5770   -76.2979   -76.6269   -76.2185     0.0066     0.0064   -60.0217   -60.0247    -0.0372    -0.0451     0.2989     0.3502     0.2615     0.3876    -0.3643     0.3361    -0.7005     0.6491    -0.1161    -0.7652    34.4000    87.4496    87.2351     0.2145
2015 07 05 17 07 02 16621.713218    64.2097   120.7886   -76.5770   -76.2979   -76.6269   -76.2185     0.0054     0.0058   -59.9770   -60.0185    -0.0413    -0.0447     0.3038     0.3519     0.2605     0.3953    -0.3496     0.3236    -0.6732     0.6558    -0.1094    -0.7652    34.4000    87.4440    87.2343     0.2097
2015 07 05 17 11 01 16621.715984    64.8730   122.2646   -76.5770   -76.2979   -76.6269   -76.2185     0.0054     0.0058   -82.9312  -200.0000    -0.3067    -1.3598     0.0410     0.0316     0.0282     0.0444 -9999.0000 -9999.0000 -9999.0000     0.0726    -0.6926    -0.7652    34.6000    87.4513    87.2444     0.2068
2015 07 05 17 11 20 16621.716204    64.9253   122.3846   -76.5770   -76.2979   -76.6269   -76.2185     0.0054     0.0058  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7652    -0.7652    34.6000    87.4603    87.2503     0.2100
2015 07 06 13 20 10 16622.555671    20.9747    77.1117   -76.5770   -76.2979   -76.6269   -76.2185     0.0017     0.0019   -59.8989   -59.9106    -0.0289    -0.0121     0.3248     0.3800     0.2758     0.4289    -0.3227     0.3003    -0.6230     0.7048    -0.0430    -0.7478    25.8000    87.4693    87.2796     0.1897
2015 07 06 13 27 35 16622.560822    22.3877    78.1444   -76.5770   -76.2979   -76.6269   -76.2185     0.0015     0.0015   -59.8722   -59.8930    -0.0305    -0.0174     0.3221     0.3878     0.2855     0.4244    -0.3510     0.3247    -0.6757     0.7098    -0.0379    -0.7478    25.8000    87.4708    87.2853     0.1855
2015 07 06 13 35 03 16622.566007    23.8159    79.1861   -76.5770   -76.2979   -76.6269   -76.2185     0.0024     0.0022   -59.8630   -59.8475    -0.0329    -0.0144     0.3306     0.3801     0.2878     0.4229    -0.3716     0.3423    -0.7140     0.7107    -0.0370    -0.7478    25.8000    87.4677    87.2763     0.1914
2015 07 06 13 42 30 16622.571181    25.2462    80.2287   -76.5770   -76.2979   -76.6269   -76.2185     0.0023     0.0020   -59.8645   -59.8464    -0.0345    -0.0124     0.3194     0.3767     0.2801     0.4160    -0.3715     0.3422    -0.7138     0.6961    -0.0505    -0.7466    25.6000    87.4711    87.2838     0.1874
2015 07 06 13 49 57 16622.576354    26.6813    81.2761   -76.5770   -76.2979   -76.6269   -76.2185     0.0028     0.0033   -59.8363   -59.8361    -0.0360    -0.0116     0.3310     0.3833     0.2902     0.4241    -0.4556     0.4123    -0.8678     0.7143    -0.0323    -0.7466    25.7000    87.4670    87.2785     0.1885
2015 07 06 13 57 25 16622.581539    28.1237    82.3322   -76.5770   -76.2979   -76.6269   -76.2185     0.0023     0.0030   -59.8135   -59.8220    -0.0400    -0.0155     0.3304     0.3764     0.2830     0.4237    -0.4649     0.4199    -0.8848     0.7067    -0.0399    -0.7466    25.7000    87.4680    87.2790     0.1891
2015 07 06 14 01 17 16622.584225    28.8723    82.8821   -76.5770   -76.2979   -76.6269   -76.2185     0.0023     0.0030   -82.9448   -84.7194     2.6495     7.5132 -9999.0000 -9999.0000 -9999.0000 -9999.0000    -0.4672     0.4218    -0.8889 -9999.0000 -9999.8889    -0.7466    26.5000    87.4746    87.2785     0.1961
2015 07 06 15 47 57 16622.658299    49.6236   100.1465   -76.5770   -76.2979   -76.6269   -76.2185     0.0023     0.0030   -85.1931  -142.4262     0.7745    20.6121 -9999.0000 -9999.0000 -9999.0000 -9999.0000    -0.4575     0.4138    -0.8713 -9999.0000 -9999.8713    -0.7466    26.5000    84.8363    84.6475     0.1888
2015 07 06 17 34 29 16622.732280    68.4234   132.4725   -76.5770   -76.2979   -76.6269   -76.2185     0.0023     0.0030  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7534    -0.7534    22.9000    87.4703    87.2703     0.2000
2015 07 06 17 38 10 16622.734838    68.9463   134.3142   -76.5770   -76.2979   -76.6269   -76.2185     0.0029     0.0031   -59.5820   -59.6126    -0.0668    -0.0213     0.3355     0.3825     0.2899     0.4282    -0.3804     0.3497    -0.7301     0.7180    -0.0354    -0.7534    22.9000    87.4731    87.2747     0.1984
2015 07 06 17 45 34 16622.739977    69.9456   138.2561   -76.5770   -76.2979   -76.6269   -76.2185     0.0037     0.0041   -59.5941   -59.5976    -0.0658    -0.0180     0.3413     0.3960     0.2913     0.4459 -9999.0000 -9999.0000 -9999.0000     0.7373    -0.0161    -0.7534    23.1000    87.4776    87.2791     0.1984
2015 07 06 17 53 01 16622.745150    70.8733   142.5709   -76.5770   -76.2979   -76.6269   -76.2185     0.0036     0.0040   -59.5776   -59.6338    -0.0695    -0.0144     0.3367     0.3903     0.2949     0.4321 -9999.0000 -9999.0000 -9999.0000     0.7270    -0.0258    -0.7528    23.2000    87.4767    87.2802     0.1965
2015 07 06 18 00 23 16622.750266    71.7014   147.1967   -76.5770   -76.2979   -76.6269   -76.2185     0.0032     0.0034   -59.5963   -59.6614    -0.0688    -0.0163     0.3404     0.3898     0.2991     0.4311 -9999.0000 -9999.0000 -9999.0000     0.7301    -0.0227    -0.7528    23.1000    87.4765    87.2779     0.1985
2015 07 06 18 04 36 16622.753194    72.1305   150.0083   -76.5770   -76.2979   -76.6269   -76.2185     0.0032     0.0034   -81.2805   -52.1580     0.1461    -1.7350     1.7952     1.5634     1.4395     1.9192 -9999.0000 -9999.0000 -9999.0000     3.3587     2.6059    -0.7528    23.1000    87.4704    87.2737     0.1966
2015 07 06 18 05 15 16622.753646    72.1936   150.4523   -76.5770   -76.2979   -76.6269   -76.2185     0.0032     0.0034  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7528    -0.7528    23.0000    84.4767    84.2900     0.1867
2015 07 08 21 26 10 16624.893171    51.7805   257.0991   -76.5770   -76.2979   -76.6269   -76.2185     0.0087     0.0096   -59.7868   -59.7815    -0.0209    -0.0362     0.3367     0.4016     0.2963     0.4421    -0.3048     0.2848    -0.5897     0.7383    -0.0063    -0.7446    20.7000    87.4646    87.2789     0.1857
2015 07 08 21 33 34 16624.898310    50.3665   258.6277   -76.5770   -76.2979   -76.6269   -76.2185     0.0101     0.0091   -59.7047   -59.7400    -0.0224    -0.0324     0.3537     0.3978     0.3053     0.4462 -9999.0000 -9999.0000 -9999.0000     0.7515     0.0069    -0.7446    21.1000    87.4663    87.2799     0.1864
2015 07 08 21 41 00 16624.903472    48.9387   260.1007   -76.5770   -76.2979   -76.6269   -76.2185     0.0113     0.0091   -59.7172   -59.7445    -0.0241    -0.0375     0.3442     0.4022     0.2943     0.4520    -0.4108     0.3753    -0.7860     0.7464     0.0077    -0.7386    21.2000    87.4648    87.2773     0.1875
2015 07 08 21 48 26 16624.908634    47.5046   261.5177   -76.5770   -76.2979   -76.6269   -76.2185     0.0090     0.0100   -59.7296   -59.7495    -0.0218    -0.0300     0.3462     0.4102     0.3080     0.4484 -9999.0000 -9999.0000 -9999.0000     0.7564     0.0178    -0.7386    21.2000    87.4665    87.2777     0.1889
2015 07 08 21 52 17 16624.911308    46.7598   262.2317   -76.5770   -76.2979   -76.6269   -76.2185     0.0090     0.0100   -85.2041  -200.0000    -2.7214    -0.0957     0.1689     0.2134     0.1682     0.2141 -9999.0000 -9999.0000 -9999.0000     0.3823    -0.3563    -0.7386    21.5000    87.4640    87.2762     0.1877
2015 07 08 21 52 28 16624.911435    46.7243   262.2654   -76.5770   -76.2979   -76.6269   -76.2185     0.0090     0.0100  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7386    -0.7386    21.5000    85.0441    84.8541     0.1900
